"business_id","is_open","name","review_count","stars"
"7HE4yPFbyimzEtVnB_nvzA","1","The Jaggerbush","14","3.5"
"ROeCBwuy5lfHUo8v0SMwSg","1","Stone Neapolitan Pizzeria","131","4.0"
"U8s4-JWjZ7bNSlVEX9JEYw","1","City Fresh Pasta","9","4.5"
"-Is6Ney1wmsJAjvDdkaaaQ","1","New Lucky","4","3.0"
"JzB7NITHQ7gVHGVZ1ntgIQ","1","Primanti Bros.","65","3.5"
"tuB82m4oIlKLyWeQjEF16g","1","Tasty N Healthy","28","5.0"
"5H1gvB-TB_sHWasXdS64Uw","1","Prestogeorge Coffee & Tea","66","4.5"
"23gakZ_NlN3K0SqOBybwug","0","Root 174","133","4.0"
"Qnspfy4Id5Vyd64FDQ9nxw","0","Caribou Coffee","3","3.0"
"GH_GGx54q-U_NZ_A3znakg","1","Vincent's Pizza Park","99","4.0"
"QI7XeQ11U4D-A5uRcah5Iw","0","Bea's Taqueria","10","4.0"
"rIj7fC2wwRr_2iVSIAtbQw","1","Yinz Guys Pizza","12","3.5"
"SYkUrHf0AIcLyYBGBDM8FA","0","Perspolis Hookah Lounge","11","5.0"
"K2RRY67q6o1cDyDDCxtEVA","0","Bob Evans","14","3.5"
"VNOosvcE6HN_dqSTqRicXQ","1","JT's Restaurant","23","4.0"
"h1fOnj8ofEmKM7U9JdCcGw","1","Prince of India","86","3.5"
"hV8LFG_UleDQFHvqzBPqPQ","1","Subway","4","3.5"
"wNnPxpAOCBk2N1KTJ2PDCw","0","Dozen Bake Shop","63","3.0"
"2ERnU_ihjdwusbdlXSf3gg","0","Chica Loca Taco","19","3.5"
"LhfKAGpQ12pgvQRqg-2wmw","1","Salem's Market & Grill","148","4.5"
"da62X2tpj9tF0olWTigjBg","1","Little Tokyo","146","4.0"
"JQ6NlXQGXvQZ4P-b5HXd9A","1","Fredos Deli","25","4.0"
"Bj8SZok_fBDxzHYE4Z_0kA","1","Thai Place Restaurant","30","3.5"
"aXWN4oH8W-MVDchWia084g","1","Nine on Nine","145","3.5"
"gypeQSuD8-09CtzkZSWfxw","1","Sincerely Yogurt","6","5.0"
"Fa2gj48WwaEPuKW_Lj9MwQ","1","Hook Fish & Chicken","11","3.5"
"dU2a2KtObGhcqzEqBL0Mig","1","Curry on Murray","114","4.0"
"s2s7K5_x-W6gbCvuhtI6lw","1","Gateway Clipper Cafe","6","3.0"
"45wDLpgW2BFrCRqlf19Efg","1","Paisano's","17","3.5"
"zi6cB_bkswWPLD2k3IVtyg","1","Tenders Pittsburgh","20","3.5"
"aY8xiGLpTjIkz6FAJbCy7A","1","Double Wide Grill","375","3.5"
"yOM-OLQExaKHdrHRIfcBKQ","0","Sababa Middle Eastern Grill","27","4.0"
"RcpBuH5LHNj1v9MT1JK22w","1","Quik-It Chicken","29","3.5"
"eFos_qY9NM_zRdtKmN8fKA","1","Bruegger's Bagels","27","3.0"
"QzJRy39dMq844mPzj9Mlfw","0","D'Amico's","8","2.5"
"G-zBjYkBAqNTHWqsvdq8Ew","1","Sakari at Monterey Bay","5","3.0"
"rDSw_6HEAsF6wmcUF6ZZkA","1","Denny's","15","3.5"
"aSb4vkaMh7K2lHhnV2UIag","1","Turkish Kebab House","106","4.5"
"VRMNW1GXYihRxEnr1UI8hA","0","Boston Market","3","4.5"
"Rcc2zK76CsRhQSAXCQusDQ","0","Mt. Lebanon Pub & Pizza","4","4.0"
"bsXdGEeHJPDkyIzAk0XnCg","1","GM Dog N' Burger Shoope","7","3.0"
"fjtmOAoiJdMCFFzrkEJESg","1","Eat N Park","6","3.0"
"dMKrQ13oZHtrkHMSx4EpEQ","1","AJ's Burger & Peruvian Chicken","22","3.5"
"UyEJouFTFxcmYaHouhSGFA","0","Bombay Curry House","4","2.5"
"gz87Wa7QUZ3gNlgE9NVPAA","1","Chan An Restaurant","7","3.0"
"rc9SfYli96cnlPDMyJ7hyA","1","LongHorn Steakhouse","19","3.5"
"inRKr1zy12CoZmnK-0IRBQ","1","Parker's PGH","54","4.5"
"I5z8NAbY-fajI7YWvGU8jQ","1","Panera Bread","18","3.5"
"7odNqxZDSR6ZVgxjp2r39A","1","Mezzo","54","4.0"
"atu9bo2flyoM3CzihE-OlQ","1","Wendy's","15","1.0"
"EIFW8Cz9S7-jWWdnZrH3pg","1","Grand View Buffet","79","3.0"
"4R5P-H4bfPjkocOY1W5SZA","0","Thai Hana Restaurant","9","3.5"
"DCnU_ehDedwPMJLKlOECuw","1","Panera Bread","9","2.0"
"JZEw18_OhSzFj0IfXF6v6Q","1","Alex's Corner Pizza Shop","12","4.0"
"P3-aqSPZqir35Rgs-0P94g","1","Bruegger's Bagels","10","3.0"
"Mu4RYS7M0iGpkQ8bgzsEqw","1","TJ's Pub","3","4.5"
"iuOK9_SBaJ5y0xzu4Fy4IQ","1","Threadbare Cider House","15","4.5"
"eE13PjPNjRdIcOwIQzqjnw","1","Maietta Restaurant","7","4.0"
"NdqDt4c2ZWpGTUWvcDDKkw","0","Yen's Gourmet","17","2.0"
"9tK5ibv58TxxpndehLXjDg","0","Red Room Cafe","18","3.0"
"G4tqFGRrwqQt7P_MTrhYBw","1","Subway","4","4.0"
"T-4MZRvKlF3VLDcjCqqFEg","0","Pan Asian","93","3.5"
"w4u0y6NEPtV98SGG4wOKnQ","1","DiBella's Subs","70","4.0"
"nxeeZnumQkrEFORtFpwSvA","1","Tavern In The Wall","23","3.5"
"1xEFOt8ArF0k4cpqWUk9gg","1","McDonald's","6","2.5"
"MBirSnTW4pt2k7Ny6KC72w","1","Szechuan Express","65","3.0"
"S16YsO21x0MOHWWhN5HxAw","1","Daphne Cafe","137","4.0"
"cpxobfqM8IuF78WUfrj9_Q","1","Grandma B's","29","4.5"
"YAci8e4YFgaVYyI1mDpp7Q","1","The Hop House","37","3.0"
"NSBiCz9CRowb6uwpC3vZrQ","1","Hyatt Regency Pittsburgh International Airport","85","3.0"
"CkVmV4r5t1T_kJTBDqXNZw","0","Open Bottle Bistro","16","3.5"
"GE4ayzlAHlTJEYnRAojZyA","0","Keystone Cafe & Deli","14","4.0"
"dd88S7tQtZeDce61KqcVyA","0","Bloomfield Bridge Tavern","96","4.0"
"xGXtoeQAggLP9646N4Iwnw","1","Vasta Lounge","4","3.0"
"GjX2WgchvvS-JAWBmzkLyQ","1","Pho Van","162","3.5"
"Nj3DwfsDAwogVyFrGKxgnA","0","Caffè D'Amore Catering","6","4.0"
"Q4WmBfRD6rcTSXVZqjKC5Q","1","Mount Everest Sushi","101","4.5"
"FLy12rk1O6hpxuYzov9m-A","1","Subway","4","3.5"
"4jNjYtxZ9tPOx6cl9SUIOA","0","Brass Rail","3","3.5"
"EwraUz9DLJcMVnBVMGkBpA","1","Wiggy's","43","4.0"
"_ucDskZqK5w1QHkoA_nlRw","1","Doce Taqueria","188","4.5"
"2v3uI97JPebCDaTNy8jdwg","0","Pizza Sola","17","4.0"
"9HD224rVyahrfg9SNe5SVg","1","Aprimo Pizza","7","2.5"
"YufWhkZQPC6As55MuXTU8g","1","No. 1 Kitchen","4","3.0"
"QaFhHwtJf64AZIzqAujFxw","1","Joe & Pie Cafe Pizzeria","3","1.5"
"IcHVYlgNGR-Zz8fnceiJ6g","1","The Monkey Bar","23","4.0"
"3v8vcGGeJRZXTGxpeyq0gA","1","Pizza Pronto","16","3.5"
"0ajTatYvxoFd7-C22r6L4w","1","Pizza Factory","5","3.0"
"zV-MIXhL1atiHTc1P1HRRA","0","Pittsburgh Poultry Company","9","4.0"
"wDbHi9749cEhJTT2sttHBw","0","Billy's Troy Hill Bistro","5","3.0"
"J0UG_QARO4bwYlxfosP2aw","1","Papa John's","8","1.5"
"x8-MzrVwJCwzqoACL21AJw","1","Pizza Di Roma","16","3.0"
"VSZfpOFWhK4RcFvn_Ay1ZQ","0","Luma Restaurant","20","3.0"
"pYeQ80rPttM6KzMQ3MXE8g","1","Nied's Hotel","29","3.5"
"vWYK4XApgyT7mbtmNqIxxg","0","Casa Rasta","20","2.5"
"ztbLCSo15CMqt18D6f0x5A","0","Lilly's Gourmet Pasta Express","10","2.5"
"-RxzvvyKBOPOzeTvagqEfg","1","McDonald's","3","2.5"
"_AAzQeNJ4E2HIxM50qdwBA","1","Alfred's Deli & Market","13","5.0"
"4Oqq6x7TA5TDvwwnckvCGg","1","Floor 2","15","4.5"
"0YA3RpY5KXcezPXcjdfOGQ","0","Pittsburgh Steak Company","11","2.5"
"Rwahe1zbFpw6VIjb5ngZeg","1","Sausalido","142","4.0"
"xRRDXfZL4V2-I7i2JLnpIA","0","1889 Cafe","10","3.0"
"eFwpKQB9EQtblKx65FuXLw","1","Dijlah Restaurant","84","4.0"
"AR9Lf9MIsBqc52qlyKIpcg","1","Villa Fresh Italian Kitchen","5","2.0"
"REfM-TpPnDSpgAMB_puQbw","1","Mitchell's Fish Market","61","3.0"
"Bp2pM6YLjcKjiKbVecwIMQ","0","Thunderbird Cafe","43","3.5"
"MjD_bzVtkAIviFsNFGy7Zg","0","Dormont Dogs","38","4.5"
"kolFb44M7k9c0-tZL2D_Cg","1","Sunseri Pizza","16","4.0"
"58oVEzvF6EnOmvVkXYFkTg","0","Thai Place Restaurant","104","3.0"
"H5vlbkJ_8mFI1wCGHO3apg","1","Villa Italian Kitchen","3","3.5"
"-BuZrOMqgO4OU_UKYSddAg","1","Zone 28","38","3.0"
"F6c3D1o9Z4Tl6cDorb3WgA","1","Hello Bistro","59","3.5"
"yHplknOLkiM3vb3ozwZtwQ","0","Curry Leaf Indian Bistro","5","3.0"
"k6zl_3rFNH5OVare5n9Qgg","1","Smallman Street Deli","34","4.0"
"gHngt6zpP683GKe1i23LUg","1","Grand Concourse","328","3.5"
"GkYPYQC_H_gKWsalG7dk8A","1","Bridges Restaurant","16","2.5"
"jNL2MoJI0Ps8hYVktQ4lkQ","0","Minutello's Restaurant & Lounge","8","3.0"
"Xt6xo-UmJhYtHiscwRnw0A","1","Southern Tier Brewing","119","4.0"
"vVz2o24e17PuQtHJOkHPfA","0","Brown Bag Deli","3","3.5"
"T-OuUSSzWgrMCv9TUX3epg","1","McCoy's Pub & Grille","4","3.0"
"5G-ulG_g_MpcIYlNzaCMmA","0","Davio","28","3.5"
"z15C-dJodOlPO8bMBl6F8g","1","Bar Marco","250","4.0"
"Qi2vOSs7AIeen_zrWt6WDA","0","King's Family Restaurant","12","3.0"
"bWfwTLWvrGd1LPwDKzq1WQ","0","Italian Village Pizza","4","4.0"
"l8IqBeFXK3dqFEs7YL3ukg","1","Pizza Parma","14","3.5"
"0Q0v-eDzWtaySg7cbVi0yg","1","Eadies's Market","15","3.5"
"QqbZA4r5g1vCbOxOAKJgWg","1","Tessaro's","342","4.0"
"QzDYO-lJhX-wh74z6ajI4g","1","Sanremos Pizza Restaurant & Bar","9","3.5"
"u4sTiCzVeIHZY8OlaL346Q","1","Gaucho Parrilla Argentina","1267","4.5"
"j6BfGByroCB585NPUnIHBg","1","Conca D'oro Pizzeria","6","4.0"
"MnThD5q-m9oLigW5SoWMJQ","0","Khalil's","6","3.5"
"7l5t7Iw3qauVoSSrM6jm9g","1","McDonald's","7","2.5"
"pHDLRIG2Xu1_1mkGAbyEmw","1","Harris Grill","314","3.5"
"Q1WoqmmvoyWC3b6esLNyCQ","1","Arby's","3","3.5"
"3R28YY7Jw_EJs0-X8qDArw","1","Ardolino's Pizza","24","4.0"
"-SYMuJ9jfIMkXUMYl_RFfw","1","Bistro 9101","29","3.5"
"K-SsrPH0nFExdpLrTo1X1w","1","Burgatory","434","4.0"
"KzLjbXEDH1e1WrfzrrzZKw","1","Mandarin Gourmet","51","3.0"
"gOtY-I9lvbyOUShbBhCChQ","0","Pamela's","62","4.0"
"xcVanoC1mm8Yc2967qOIlw","0","26th Street Market and Cafe","5","3.0"
"w-YZ755_a3SswPSeUwCdSg","1","Red Lobster","21","3.0"
"YgO2v1VNtbPA7zgp0szJXA","1","Joe & Pie","75","3.0"
"IBSOhov5GLSZsGzz3ZsQjg","0","Boston Market","3","3.5"
"u9tuI33E_9gU7guwbOdJVg","0","Primanti Bros","9","3.0"
"FB33W3bwg3ADcIJOcLLz0w","1","Pittsburgh Sports Bar & Grill","14","3.5"
"_d69ooWJ_7AXYQRvVNSjmQ","0","Pizza Hut","12","2.0"
"KNvqTNhpCq7Sshqzykx9QQ","0","Folino Brothers Pizzeria","3","4.0"
"NG5qynmV0kzxQMFJG7mhEw","1","Hong Kong Taste","14","2.5"
"ohHDnTYRjHfp8yCjqT88UQ","1","Crafton Ice Cream Delite","3","4.5"
"rXKzE4Iraz7vGWovWW-aBA","1","Yuzu Kitchen","35","4.0"
"qWMGMCPQoyRq7NpQ78ntmg","1","Café Cravings","32","4.0"
"mVbGnu5VsAG79b0fMoKItA","1","McDonald's","11","2.0"
"7LkgfuhLVeQZ4qHHq86JKQ","1","Mesa","5","3.0"
"j2kjfjODIZyNPxAu1Dow6A","1","Old Town Buffet","53","3.0"
"I-D4qEtJJ4okSLrLKxMMRw","1","Burger King","3","4.0"
"jpn329BeGpfAa9n1uPYOrA","1","Cucina Vitale","62","4.0"
"XxmziAeRqMKwsDjyyjVgeg","1","Zarra's A Taste of Southern Italy","94","4.0"
"0yFe_kQiynisvahzVuq6Mw","1","Burger King","6","1.5"
"gjSOLX7d8EmbMi86Me7s1g","1","The BeerHive","89","3.5"
"2d9yZ11uVa83OEQWxe4vlQ","1","Conicella Pizza","34","4.5"
"T9va11v5HvQDnEXO9k838A","1","Yovi's","57","4.5"
"_laY6Ba-VWXCR6xg7LVtuQ","1","Caliente Pizza & Drafthouse","64","2.5"
"5idHlOd78PQH93RWIM6KYA","1","Tipsy Cow","55","3.5"
"njdz0sOFfsawcBi6jpKNhA","1","Adrian's Pizza","16","3.5"
"Ul6JwluSTm12PVDIqnNaTg","1","Kaya","546","4.0"
"QzoHxxiHH1HDOATbMK4odw","1","Giant Eagle","9","3.0"
"0aC1_rN0scdHkAy_dDSMWA","0","Captian's Pizza & Subs","6","2.0"
"DiSARzaWBeNyB4oU047TcA","1","Bier's Pub","186","4.0"
"URrpT6jipHmoiJ6ITOPEeQ","1","Elevation Restaurant","15","4.0"
"K6AKMjAdCSe8xllsbyeL9Q","1","Asia Tea House","46","3.0"
"62b0uHo9uaSsoOMQFG55jg","1","Sammy's Famous Corned Beef","9","2.5"
"OXrFWgoz533T8tMRemkiww","1","Il Pizzaiolo","252","4.0"
"JALpYzMTlwiIcp1s9R4QIw","0","Hanlon's Cafe","57","3.0"
"7RP9tIc5YjxSM0QK6u1Hsg","1","Niki's Pizza","7","4.0"
"jppxrDQLXr4Nk8cV7IGlcw","1","Casa Reyna","206","3.5"
"S6dARuOrrOXd4xSiTHti8g","1","Chengdu Gourmet","89","3.5"
"EgW-kEqxP83MlVl06Qn21g","1","Rochester Inn & Hardwood Grille","45","3.5"
"cPZ5ugSrVrqnqD5ZsJhnpA","1","Pgh Crepes","17","4.0"
"ax8kuBZVtC0_eCn_rN_-6A","1","Burger King","36","2.0"
"jBKJMUcMuBmHqe5_U7GQ0Q","1","El Campesino","83","3.0"
"BIqsItY0vyOshMpJ0I4cPg","1","How Lee Chinese Food","211","4.0"
"pEjXieTk_BuogUhuBTIn6w","1","Fireside Caribbean Restaurant","25","4.0"
"2bWvHWLHRnMgEufaRuggeg","0","Sinobi","13","2.5"
"PvtAsnMf-oeNmkvdwRmEpw","1","Yoli's Pizza","39","4.5"
"uV2HVSRXJMqGsF9Br2VnvQ","1","Constellation Coffee","82","4.5"
"50pVtN734QXvtRh6IDiapw","1","Chick-fil-A","12","3.5"
"njmcKc7_7evWjUcrutdRkg","0","DeMino's Pizza","3","4.5"
"sMJAUZNU6u4iNvpmaLgx_g","1","Talia Cucina & Rosticceria","49","3.5"
"8fKTbPc5OTcahMAuJD9E1A","0","Sweet Basil and La Filipiniana","4","5.0"
"dG-N36uSMeoqCrU27At-Qw","0","Jeet","28","3.5"
"g2CMpjM8bBNQOQPIi4DKIw","0","Your Inner Vagabond","6","3.0"
"qNyp4GMPiRqbY3kbbPju8w","1","Boulevard Lounge","3","4.5"
"Ky0X7OLqSeBpvNNf0NjVcg","1","Olive Garden Italian Restaurant","38","3.5"
"e1UamnCdP9DdJRF6kOk80g","1","TMD","7","4.0"
"1FqQ0L--8sviAKNR97K5UA","1","Cerasoli Pizzeria","21","4.0"
"yqFG1ANsAV6NBn_BC2LU4Q","1","Firehouse Subs","17","3.5"
"tUeYSmiIQn0WG9LN-qRLKg","1","R&B's Pizza Place","33","2.5"
"KW9xNNu14RcskVcnhZ-vVg","1","Ordinary Joe's","21","4.0"
"yPcAdikNrXEsfbHNBQUjkQ","1","The Zenith","168","4.0"
"m_zeXzkj3btfvRJiPVw8Ug","1","Squirrel Hill Cafe","89","4.0"
"RXyBD1euUHNxhU3_LE7z6Q","0","Maharaja Restaurant","11","3.0"
"2GDZzcl2Jdn8186EEOTrCg","0","The Lemon Grass Cafe","29","2.5"
"2NLyAZne2fH5zTHSBin92A","1","Salonika Imports","6","4.5"
"N42CouuodYv-yGpmuUZyew","1","Tana Ethiopian Cuisine","115","4.0"
"toc31C-Qy2smSq0A7Q8FgA","1","China Lin","19","4.0"
"nXr2CBXYxdXYm-tWn91KCg","1","Quaker Steak & Lube","5","3.5"
"G9LyIc5LgBNM_zF8BJMhNg","1","McDonald's","8","2.5"
"5E37qENVklkwAMHmIwc_IA","0","China Village","5","4.5"
"P8nY22PirIp-d1GpDn7qnA","1","Five Guys","66","3.5"
"Xz5tTSD3X3gACOiVn101tQ","1","Express Pizzeria","8","3.5"
"FsDogwXYckKUgs5VUoPbJw","1","Frisch's","28","4.0"
"oJsfjG1uh6jopK6Kc-3pdQ","1","Cavo Nightclub","54","4.0"
"vx5CbYuuIq_CHxjov5kj1w","1","Cambod-Ican Kitchen","106","4.0"
"6CjVFTO7F-q8BP7oQKB_9g","1","Ali Baba","111","3.5"
"evakMk_jHxl2vQ5gvI43aA","0","Skibo Cafe","11","2.5"
"rYJfzt9edY5WVA2Gt9x--g","0","Bisou","5","3.0"
"sh2m2SXVZlFSpsTOCHftzQ","0","Collogio's Grille","3","4.5"
"eva56motCJcevOwKzyQO1g","1","Schenley Park Visitors Center","12","5.0"
"RyZ3dMJWuFMs2S7zw2C0Zg","0","Istanbul Grille","7","4.5"
"F11rn41dsHTz4vmv-xyzAg","0","Big Mama's House of Soul","4","4.0"
"GtkxSYxyM6XqcChFuzMjxw","1","Blue Elephant Cafe","18","3.5"
"LNAI2hGXzAFq_9KFwpdshg","1","McFadden's Saloon","91","2.5"
"-x2NjuDTiphKwCixSrv_SQ","0","El Milagro","45","4.5"
"2cF-sCqhCGzVMJULhNqjBQ","1","Dunkin' Donuts","5","2.0"
"0MR1J0U8uOXtvZlHV-johQ","1","Kickback Pinball Cafe","36","4.5"
"VUDwlypqw1-DTK_lfEP4jg","1","Panda","6","2.5"
"izOvku5li7kyzY76UzLP2g","1","Yen's Gourmet","3","2.0"
"3cbsPfoUUrysf-M8FI_0IA","0","E2","216","4.0"
"V2TaLceKiGwy-y7bAGzPuQ","0","Pizza Hut","3","1.5"
"xcjEnqXQU4a6FfomtQR9tQ","1","Pennsbury Pub & Grill","14","4.0"
"gXzQb8auHnhNxJ9EF2F-tA","1","Domino's Pizza","22","2.0"
"oS96aJIHFWcFAlGHKKXjaw","1","La Gourmandine Bakery & Pastry Shop","364","4.5"
"UUo3yws6zY3OAEVZbirn4g","1","Peppi's","67","4.0"
"7Ny6x4wX1JJLqdVeKQ1JYg","1","Mama C's","3","4.5"
"kT9SuRVTapbDgFGMcg1Rqg","1","Murray Avenue Grill","125","3.5"
"nWO956JzoKr1uKD3VIkp5A","1","Au Bon Pain Co","6","3.5"
"V9cuDVUS1NCSfPmmabUkvw","1","Pittsburgh Fish & Chicken","10","4.0"
"1MrJJ9tyNyfFrxaNZ67xFg","1","Silk Road Gourmet Chinese","95","4.0"
"3frFidAcPVYAFB2RxxkIdA","0","Star of India","17","3.0"
"-40RDS4F54qiGiEQUsZaXA","0","Joey D's Bar & Grille","3","3.5"
"WBwB_ydYDNHwwd5U2U8UvQ","1","Jimmy John's","9","3.5"
"wmCBxE0PfLZD8sxIwAY59Q","1","Hofbrauhaus Pittsburgh","561","4.0"
"x8lqSZH33vZ6WM1gtdJvog","1","The Upper Crust Pizza","18","3.5"
"BpJDI4Fj92lLNALQQeLvLg","1","Slice On Broadway","29","4.0"
"-1xCh7Cocn6IwFzhELyohA","1","Jose' and Tony's Mexican Restaurant","37","2.5"
"-httBl6DSZiUtDX4SQWtag","1","The Enrico Biscotti","150","4.0"
"FGL0dGh9450_SEtDNlU3Cg","1","Gino Brothers Pizzeria & Bar","26","3.0"
"hNmSL-HfN_IdPlWXP1ILEw","0","New Way Gourmet","9","4.5"
"P6N8qIUlu2IEKr1_pdg00Q","1","Amili's Pizzeria","4","3.5"
"HjCCyjPiqg_cRMdwEzODUQ","1","Ugly Dog Saloon","29","3.5"
"995cDn3wIwi4pw4N_uLSqw","1","Starbucks","5","4.0"
"6WU_JVpPPnbAfBvMcRoPuw","1","Bartram House Bakery & Cafe","70","3.5"
"x2wfT_y8TgCfEHD7DSyL5A","1","Fox's Pizza Den","3","2.0"
"yGfmwUKrZG4O2eNXP2JS1g","1","Park Place Pub","30","3.0"
"MdR6htOIm-LF051qUCKmGg","0","Pittsburgh Chop House","4","3.0"
"A4kCvILTgfr_2cG0_yGNiw","1","Green Pepper","129","3.5"
"4VIAadQ0yZGss1vNHWUk9g","0","Roasted Barrelhouse & Eatery","35","3.0"
"K-AvP-T--ZNRmyr0pU36Ng","1","Popeyes Louisiana Kitchen","14","3.0"
"2wU2cdWiKegJujTliMJx0w","1","La Felice Pizza And Pasta","36","3.5"
"2jwpM5qhFCf8rpW1LeG7lA","1","Jimmy John's","7","2.5"
"cJREFoHP-dAYmwDzfWOHbA","1","Italian Village Pizza","29","3.5"
"yU_z2d0TnLBBFEEYMYhKJA","0","Latitude 360","76","2.5"
"mqiHZYNXnMLaEK87JZOzmA","1","Tasty Chinese Restaurant","29","3.0"
"ruD4E_OMlfEXTdMV0lDFIg","1","Carmi Family Restaurant","156","4.0"
"d0aLkD3VQ3sijckod-oSDg","1","Steel Cactus","44","2.5"
"qVhFe0aIoNSBxfLReS3-PQ","1","Kevin's Deli","32","4.5"
"AYr2URtjoQ8Toh8_Jr4G6A","1","Rose Tea Cafe","60","2.5"
"lYSV7xI8lhO76kZs-z2MOw","0","Waffle Shop","15","3.5"
"URpAp76v2SVBbDJr3Obasg","0","Pittsburgh Pizza Point","4","3.0"
"ytU-tGhd5ZW9ouWW6JHpMg","1","Jolina's Mediterranean Cuisine","24","4.5"
"5Oh4E8lTlAHzs4hrjsLFOA","1","Stockmano's Pizza","8","4.0"
"eDuQMHorChFKUu1Au-xhjg","0","Doc's Place","19","3.0"
"rVCK-fdFm1zPppMO9iMn6g","1","Apollo Cafe","27","3.5"
"e-ZkvfbMZi628OKVcoFOAw","1","Sushi Fuku","133","4.0"
"SvkZohb7zezIqef6oE14rA","1","Pizza Roma","4","4.0"
"0r1Ow0HYAAjU7oM_2ePN6g","1","Bull River Taco","44","4.0"
"b8ublvizuqIw3Ib8pK4fDw","0","Verde Mexican Kitchen & Cantina","268","3.5"
"kKFUNcLklJ54zZNUk-7yjQ","0","Gullifty's Restaurant","66","3.0"
"0FSH-6mRF7DKjeI98snxrA","1","Noodles & Company","16","3.5"
"Uh6EhbFKgQlhVpfvnqsfHA","1","BreadWorks","22","4.5"
"PIiVJJ4mgiltU-u6Byn2_w","1","Wendy's","3","1.0"
"nCvRJKvJnjzrSpkK79E-5Q","1","Slapshots","7","2.5"
"RttisSZQkaRtR7vNZTTnXw","1","Bruegger's Bagels","13","2.5"
"LkcGDfznt-QzjL22fO3F4Q","1","Stoke's Grill","96","3.5"
"-fTO9qRo70bblJmbNxOnag","1","Giorgio's Place","30","3.5"
"SrzJZMB_WXFAAzBdipKOWw","0","Abruzzi's","3","4.5"
"gpwq15g8M3xMSpy2RL2HRg","1","Eddie Merlot's - Pittsburgh","146","4.0"
"N7iOez1IbRc8wErxJLt5CQ","0","Tom's Diner Southside","21","2.5"
"kpC2FfWvH9UsIR6PWPkffA","0","Curry Away","34","3.5"
"ehtDfDwcOBghAKAjgWlg4Q","1","Shenanigans Bar & Grille","19","3.0"
"jUrHQG6vBpbozdbLcUwTRg","0","The Salad Cafe","4","4.0"
"7dD33tgzQ4S1vfd21dv5Eg","0","Papa John's Pizza","10","2.0"
"J0xYZYdV1HvGn-wrOg757g","1","Steel Cactus","14","3.5"
"R0DxkEWJfJYBxkeEds9v6w","1","Clark Bar & Grill","15","3.5"
"01I5pFCvJrrGuY3A-KoNIA","0","Namaste India","40","3.0"
"8DFecBZD_b4CAVhFLBp9hw","1","The Rolling Kitchen","3","4.5"
"fykyDLOPBKphKy9fmZ4Kgw","1","The Abbey on Butler Street","169","3.5"
"A-IqLvBfU5Gr_b9HVLETTw","1","Pizza Parma","54","3.0"
"V9ALGxjWDwxD93Sklth1YA","0","Le Pommier","9","3.5"
"1XEFVSf5zdBFHRScvmU_zQ","0","Juice Up 412","4","5.0"
"Yf0rRaOWWGrqvTQ2B3dE0Q","1","E Town Bar and Grille","34","4.5"
"L0DJ7-GUDMLIlIR-7vykvQ","1","Merante's Gifts","13","4.5"
"MYyJ9orpiRq0prjVq4ku7w","1","Pizza Fiesta","40","3.0"
"9sUIgzBxFuGEAObwEEwlHw","1","Wilson's Bar-B-Q","24","4.0"
"KBBXaD0FXDTpFuTuSJ6yHA","1","Applebee's Neighborhood Grill & Bar","23","2.5"
"MLO4wBnTU0UoOZufxZfERQ","0","The Smokehouse Bar & Grill","25","3.5"
"SLjVCw1XCU9mLgD7yNeHqA","1","Red Robin Gourmet Burgers","49","3.0"
"FXSmA6oWEvylen1QnVZlAA","1","Pamela's Upstreet Diner","143","4.0"
"MV4MCTQ4EbhoZ-JseM1x-Q","0","East End Café","5","3.5"
"mNAfMA0jhJmOXI4AMaNy0Q","1","Señor Frogs","13","2.5"
"szlIcLQE7K-1JuKeJIRKsQ","1","Cuzamil Restaurante Mexicano","67","2.5"
"LotwXDcHQmt4usltEvw_PQ","1","Bonefish Grill","73","3.5"
"Vj7wI_yuB2QhECoriinI7g","1","5 Fools","3","2.5"
"cGTex3CbWSS70YiDT97bVA","1","Mullin's Diner","19","3.5"
"BtcxknU-6axQwOhXvv9xkQ","1","The Park House","68","4.0"
"wjzCw6rBDwnfZVKkM02jXQ","1","Pad Thai Express","3","3.0"
"aYEuMDcx4Ct45TOK4YrOuA","1","Sphinx Cafe","47","2.5"
"T94qlaU0F25I44GuQsxJew","0","Isabela On Grandview","78","4.0"
"tPAchZUpNWeWCpghn8qjzA","0","Bossa Nova","30","2.5"
"9yRS-SNzkfmThx2JJoilwA","1","Dobra Tea","148","4.5"
"du3ByDOljqO31wgRkvX5Nw","1","Courthouse Tavern","19","2.5"
"SHiJlYdxQmJur3i-gLf9MQ","1","The Red Ring Bar & Grille","39","3.0"
"kJQbc861Qvm_HsNofAahDA","1","Five Guys","20","3.5"
"5ggluCpQ25P0Ma_w2cBDEA","1","Hello Bistro","67","3.5"
"YhSQVIUT0vwmVsd08BwVsQ","0","Simple Ingredients","13","4.0"
"nAS-0Tdn_TFdlMfNQfldYA","0","Burg's in the Burgh","8","4.0"
"U3_446QN2gdF87stGCfu1Q","1","Feng Japanese Steak Hibachi & Sushi House","85","3.5"
"LH9YFarEKe_ByAl6xeeegQ","1","Big Shot Bob's House of Wings - Avalon","80","4.5"
"go623pgRx2nfIpsV4ePHXg","0","Great Wall","13","3.5"
"w_UCGMgok7N9p0XdYBx1VQ","1","Primanti Bros","604","3.5"
